id_autor,id_libro
351,5885
351,7740
351,7789
351,10624
351,11114
352,3294
353,1062
353,5300
354,3443
355,2653
356,4047
356,5139
357,3035
358,8741
358,10602
358,10792
358,11011
359,2031
360,161
361,8861
362,1155
362,7795
362,9972
363,9021
363,10313
364,6065
365,10483
366,516
367,8969
367,9010
368,7999
369,5549
370,378
371,402
372,9531
373,2359
373,3632
374,6243
375,8966
376,6771
376,10245
377,5284
378,1838
379,7806
380,402
381,2433
382,4689
383,21
384,10601
385,6199
386,779
387,2576
387,4325
387,4656
387,4724
387,5819
387,6088
387,8500
387,8884
387,9257
387,9482
388,1375
389,804
390,6097
391,4824
392,919
393,939
393,5326
394,326
394,663
394,1862
395,5037
395,5652
395,8819
395,8839
396,5669
397,269
397,295
397,843
397,1630
397,2603
398,5556
399,3988
399,9629
400,4087
401,4969
402,1539
403,9906
404,6045
405,80
405,4731
406,3255
406,3548
407,1429
407,1436
407,8369
408,9963
409,9043
410,8317
411,4316
412,6416
413,10273
414,2927
414,4851
414,5576
414,8933
415,222
416,9066
417,1612
417,2914
418,7055
419,509
419,510
420,2282
421,3147
421,5081
421,5246
422,3012
422,3013
423,1997
424,6988
424,8490
425,1337
426,603
427,11023
428,3104
429,3619
430,9006
431,6707
432,5678
433,6647
434,10629
435,1423
436,8446
437,574
437,899
437,905
437,946
437,1473
437,4521
438,2473
439,10127
440,6360
441,4065
441,4279
441,9936
442,5561
442,5591
442,5626
443,2765
444,10945
445,93
446,8026
447,1739
447,9373
448,3723
449,1878
449,10651
450,10713
451,3359
452,5119
453,6699
454,4226
455,8864
456,9936
456,10334
457,10673
457,10776
458,4652
459,1451
459,7132
459,8724
459,9141
460,6718
461,4246
461,4500
461,5562
461,5489
461,5644
461,5836
461,7164
462,2695
462,4326
462,4383
462,4890
462,4971
462,6002
462,7507
462,7878
462,9671
462,9672
462,10010
463,3280
464,5121
465,2985
466,8320
467,8818
468,10332
468,10602
468,10792
468,11011
469,8046
470,1173
471,252
471,873
471,1119
471,1162
471,1173
471,1381
471,1394
471,2131
471,2162
471,2246
471,2273
471,2363
471,2648
471,3816
471,3902
471,3907
471,4041
471,4393
471,4393
471,4514
471,4551
471,5225
471,6058
471,6172
471,6215
471,7556
471,8056
471,9287
471,9596
471,9997
472,698
472,1477
472,1557
472,1863
472,2130
472,2441
472,3304
472,3305
472,3465
472,4209
472,5358
473,859
473,965
473,1283
473,1342
473,1348
473,1377
473,1663
473,2904
473,3041
473,3063
474,1039
475,4464
476,1444
477,4334
478,1156
479,7834
480,1091
480,4774
480,8062
480,8678
480,9444
480,9677
480,10416
481,1215
481,1547
481,5183
481,5327
481,6177
481,9058
482,2405
483,5599
483,7716
484,1597
484,1840
484,1841
484,5621
484,6976
484,9183
484,10068
484,10400
484,29
484,44
485,7115
486,8744
486,10585
486,10709
487,2386
488,4339
488,4987
489,4814
490,4356
491,196
492,429
492,702
492,7360
492,7416
492,7526
493,8600
494,8079
494,8081
495,1259
495,1371
495,2070
495,3378
495,3717
495,6061
495,6131
495,6132
495,7308
495,8718
496,1012
497,431
497,464
498,2996
499,10411
500,7648
501,15
501,5651
502,1657
504,1393
504,2474
505,1762
505,1895
506,8689
506,10135
507,1992
508,996
509,6036
509,7493
509,10483
510,10902
511,8001
512,10095
512,10105
513,6399
514,90
515,3995
516,6692
517,5458
517,9468
517,9864
517,10125
518,7333
518,7493
519,6170
520,4904
521,9549
522,10503
523,8179
524,9110
524,11012
525,25
526,10798
527,6654
527,10233
527,10235
528,8431
529,6545
529,6764
529,6925
529,9043
529,10360
529,10449
529,10496
529,10940
529,10950
530,5378
531,1979
531,3815
532,4645
532,5126
532,5127
532,7127
533,7053
534,9805
535,8440
536,4434
537,2030
537,5654
538,2155
539,8949
540,3647
540,10108
540,10159
541,991
542,2083
543,4116
543,4529
543,7739
543,9180
544,2
544,5035
544,6022
544,6022
544,6022
545,5845
546,8781
547,8270
548,1785
549,7563
550,9207
551,499
551,1248
551,1873
551,2480
551,2704
551,2716
551,2721
551,3078
551,3534
551,3825
551,3826
551,3827
551,5239
551,5241
551,5394
551,6796
551,7262
551,7391
551,9294
551,9329
551,66
552,2386
552,3397
552,5214
552,400
552,5303
552,5194
552,5316
552,5992
552,9628
552,2095
552,11100
553,3518
553,4464
553,5255
553,7472
554,2678
554,4417
555,2865
556,7198
557,5045
557,10864
558,1052
559,3345
560,10077
560,10386
561,8608
561,10434
562,193
563,335
564,1948
564,4511
565,1184
566,4420
566,5132
566,8714
566,10433
566,11074
567,5049
568,547
569,7886
570,3647
571,833
571,1153
571,5700
571,5905
571,9395
571,9424
572,586
573,11065
574,3380
574,3532
574,5690
574,6199
574,6394
574,9396
574,10154
575,418
575,4852
575,4936
575,5590
575,8046
575,8047
575,8048
575,8135
575,8975
575,9366
575,10369
575,10377
575,10537
575,10939
575,10943
575,10977
575,11025
575,11051
575,27
576,8458
577,3206
578,4622
579,8984
579,9336
579,9545
580,7589
580,7992
580,7994
580,7998
580,7930
580,7937
580,8023
580,8091
581,9091
582,5987
583,6424
584,1574
585,8064
586,2960
586,5164
586,6382
586,7022
586,9716
586,9823
586,10262
587,2354
587,3681
587,4360
587,4498
588,5139
589,1209
590,6140
590,6575
591,995
592,1104
593,4698
594,3421
594,3591
594,4056
594,5784
594,8255
594,8735
594,9614
594,10367
595,5677
595,5712
595,10511
595,10926
596,3190
597,5501
598,8502
598,8616
598,8881
598,9161
599,49
600,559
601,4546
602,1825
602,2497
602,2992
602,8671
603,5225
604,7011
605,7165
606,6675
607,2554
607,2556
607,2692
608,7075
609,5993
609,8005
609,8220
609,8272
609,8356
609,8962
609,9648
609,9722
609,10132
609,10204
609,10205
609,10555
610,9838
611,6065
611,6100
611,6101
611,8547
612,5855
613,10975
614,320
614,5728
614,5804
614,5810
615,10812
616,10270
616,10873
616,10874
617,13
618,1029
618,2179
618,6806
618,6871
619,1946
619,4910
619,4911
619,4912
619,4979
619,4980
619,5243
619,6797
619,6931
619,7673
619,10145
619,10563
619,36
620,7939
621,3216
622,8301
623,6411
624,1695
624,1889
624,3026
624,3966
624,5642
624,6166
625,2724
626,5616
627,2399
628,3693
628,7095
628,8020
628,8408
628,10749
629,808
629,1431
629,1483
629,1799
629,1886
629,1898
629,1916
629,1917
629,1918
629,4093
629,4126
629,4204
629,4739
629,5245
629,5517
629,5580
630,1318
630,1319
630,3693
630,8756
630,11035
631,3039
632,3391
633,5255
634,3078
635,2110
636,1423
637,10946
638,9989
639,1174
640,10617
641,9737
642,801
643,2496
643,4239
643,10228
644,1384
645,8994
646,2410
646,3188
646,3620
646,4368
646,4465
646,4646
646,4780
646,5193
646,5967
646,9786
647,461
648,9965
649,2640
650,3475
651,1100
651,3822
651,5577
651,5723
651,5724
651,6004
652,347
653,9711
654,3680
655,10191
656,9106
657,2669
657,2670
657,3925
658,4934
659,4885
660,1384
661,8260
662,693
662,1412
662,4801
662,5745
663,7428
664,5125
664,10224
665,4787
666,7225
667,5857
667,6322
667,6518
667,7005
667,7268
667,7273
667,7274
668,7089
669,8589
670,515
670,826
670,897
670,6190
671,5802
671,6067
671,6908
672,5502
672,9590
673,2663
674,2381
675,1911
676,7455
677,1421
677,8990
678,7690
678,8858
679,10472
680,2238
680,3175
680,5155
680,6178
681,4863
682,5721
683,8762
684,3810
684,9402
685,10170
686,8941
687,6009
688,2189
689,7311
689,8346
689,8347
689,9360
690,4825
691,42
692,7486
693,9928
694,1978
695,10123
696,54
697,8358
698,627
698,9442
699,177
699,6342
699,6692
699,8884
700,1384
701,5110
702,440
703,3843
704,7067
705,1493
706,3246
707,9555
708,2446
708,3310
709,2453
710,8735
711,835
712,8361
713,6259
714,10079
715,1109
716,8964
716,9029
716,9030
716,9031
716,9160
716,10556
716,17
717,8288
717,9880
717,9973
718,3267
719,2865
720,6532
720,9019
720,9020
720,10047
720,10551
720,10610
721,4789
722,8483
723,1037
723,2218
723,7378
724,9363
725,2788
726,2195
726,2495
727,4226
727,10485
728,5555
729,9021
730,4415
731,2975
732,3856
732,4153
733,2038
734,587
735,9531
736,7696
737,9824
738,8788
739,4007
740,4428
741,32
742,5657
742,7899
742,8384
743,10529
744,9507
745,87
745,2359
745,2709
745,5331
745,5336
745,7187
745,10483
745,10937
746,3293
747,9858
748,1352
749,6722
750,7173
751,8417
752,9805
753,6446
754,7203
754,7964
754,9720
754,9766
754,9750
755,7458
755,9393
756,8604
757,1985
757,2578
757,3727
757,3962
757,5762
757,6929
757,7103
758,725
759,1432
759,1576
759,4399
759,5585
759,6080
759,6966
759,9413
759,9677
760,10271
761,5738
761,7237
761,7333
761,7493
761,7756
762,1233
763,8853
764,7463
764,8980
765,5673
766,673
767,7464
768,196
769,2255
770,3768
771,37
772,2478
773,10672
774,5138
775,2829
776,673
777,7729
778,213
779,9994
780,7902
780,9622
781,1784
782,22
782,3634
783,1965
783,3324
784,9859
785,3992
786,4065
787,1026
788,8752
788,8753
788,9660
788,10928
789,7985
790,9765
791,5883
792,8547
793,9552
794,6097
795,9303
796,677
797,784
798,412
799,7260
800,3541
801,4500
801,5562
802,556
802,567
802,2263
802,3491
802,3523
802,3560
802,3956
802,4121
802,4590
802,4735
802,4764
802,5061
802,5229
802,7286
802,7287
802,7377
802,7367
802,7554
802,7857
802,9290
802,9323
802,9332
802,9334
803,5350
804,2278
804,3332
805,337
805,712
805,921
806,7288
807,4379
808,806
809,5063
810,1373
811,795
811,5031
811,8688
812,8564
813,5283
814,123
814,828
814,736
815,8278
816,10151
817,2945
818,2372
818,5418
819,10850
820,4200
821,7907
822,2653
822,9809
823,2695
824,8694
824,9618
825,608
825,675
825,3064
826,9677
827,25
827,26
827,40
827,48
827,50
827,56
827,60
828,1155
828,5822
828,7795
828,8361
828,8503
828,9164
828,9972
828,10051
828,10134
829,10275
830,6640
831,2331
831,8546
831,8897
831,9261
831,9534
832,2991
832,9088
833,973
834,1461
835,1096
836,10598
837,272
838,8955
839,8392
840,2884
841,8689
841,11016
842,10584
843,1384
844,6131
845,156
845,390
845,518
845,916
845,1304
845,1423
845,1671
845,2557
845,2569
846,4312
846,6043
847,8272
848,2361
849,3900
849,8619
849,11019
850,10793
851,7452
852,301
853,5975
853,8069
854,9276
855,8516
856,989
856,1654
857,2700
859,7664
860,2531
861,9588
862,8405
863,8654
864,582
865,8568
866,1747
866,1853
866,2136
866,2237
866,8103
867,5315
868,5291
869,7260
870,5202
871,7829
872,6035
873,5243
873,7673
874,7204
875,1315
876,2714
877,7069
878,8590
878,8746
879,10597
880,5087
881,3391
881,9851
882,5754
883,10483
884,10018
885,7007
886,788
886,8737
886,9080
887,4688
888,2029
888,6358
888,7813
889,71
889,564
889,862
889,6151
889,6152
889,6091
889,6154
889,6196
890,830
891,7991
892,9735
893,4153
894,6429
895,10931
896,5719
896,6032
896,7300
897,8042
898,8094
899,5250
900,3093
901,804
901,1156
902,6319
902,9144
902,7345
902,10036
903,10162
904,5372
905,2884
906,5987
907,613
907,615
907,630
907,1144
907,1822
907,1987
907,3362
908,1756
909,1484
909,8912
909,10896
910,4782
911,6526
912,6181
913,4829
914,7206
915,8148
915,8737
916,689
917,303
918,8503
919,9445
919,10376
919,10541
919,10736
920,466
921,1560
922,7532
923,7038
924,150
924,378
924,1175
924,1221
924,1621
925,9799
926,6166
927,7410
927,8006
927,8092
927,10289
928,347
929,1500
929,1593
929,1679
929,1844
929,2414
929,4261
929,6448
930,7323
931,55
932,4879
932,5948
932,6127
932,6297
932,3951
932,8187
932,8188
932,8280
932,8281
933,1461
934,9552
935,8543
936,5780
937,8774
938,2144
938,5010
939,7464
940,1759
941,190
941,2016
941,7942
942,7330
943,2527
943,8760
944,7245
945,5576
945,7225
946,2170
946,8460
946,10490
946,10683
946,10941
946,11008
947,600
947,1470
948,1306
949,7215
950,4620
951,10077
952,8405
952,8938
952,9396
953,2895
954,7409
955,10945
956,4921
957,10359
958,9883
959,600
960,7829
961,2693
962,6843
963,90
964,29
965,3435
966,4064
967,6402
968,8143
968,10372
969,263
969,5834
969,8078
970,2801
971,652
971,706
972,4322
973,8857
974,4201
975,9837
976,6931
977,404
977,425
977,460
978,9374
979,10837
980,7720
981,4782
982,51
983,2242
983,5171
983,7330
983,8938
984,10467
985,8667
986,10897
987,8910
988,7333
988,7493
988,8506
989,3985
989,5948
990,8361
990,10836
990,10898
990,10951
991,6189
992,3101
992,6480
992,7105
992,10469
992,10470
993,5350
994,7877
995,7879
995,7955
996,1721
997,565
997,4313
997,6737
998,10897
999,7638
1000,4200
1001,1832
1002,1724
1002,5584
1003,311
1004,1748
1005,4007
1006,285
1007,1195
1008,6657
1008,7049
1009,8008
1010,5338
1010,7261
1010,9628
1010,10483
1011,2870
1011,3893
1011,6367
1012,10099
1012,10284
1012,10462
1013,9182
1013,10659
1014,7400
1015,1128
1015,9396
1016,1407
1016,1617
1016,1769
1016,3244
1016,5082
1017,3442
1018,2538
1019,3824
1019,4909
1019,10483
1020,8349
1020,8480
1020,10202
1020,10459
1020,10509
1020,10685
1020,10716
1020,11046
1020,11105
1021,8405
1022,8405
1023,5557
1024,4365
1024,4412
1024,5056
1024,6921
1024,7205
1024,8434
1024,8816
1025,4534
1026,4342
1026,4870
1026,5146
1026,5494
1026,5730
1026,5849
1026,6199
1026,6767
1026,6904
1026,7709
1026,7793
1026,8433
1026,8970
1026,9157
1026,9174
1026,9302
1026,9315
1026,9393
1026,9406
1026,9418
1026,9453
1026,9612
1026,9796
1026,9812
1026,9848
1026,9849
1026,10044
1026,10317
1026,10318
1026,10343
1026,10344
1026,10567
1026,10882
1026,10948
1026,10
1027,6609
1028,1632
1028,2955
1028,8257
1028,9275
1029,4836
1030,1759
1031,5172
1032,7373
1032,8121
1032,7224
1033,10326
1034,8648
1035,8270
1036,3020
1037,2162
1038,6291
1039,7005
1040,5204
1041,9451
1041,9460
1042,57
1042,474
1042,475
1043,4496
1044,5691
1044,6740
1045,10024
1046,1315
1047,10604
1048,2291
1049,673
1050,9233
1051,4282
1052,9016
1053,8546
1054,10231
1055,736
1056,3948
1057,5764
1057,5867
1058,689
1058,1452
1058,3268
1058,3394
1058,3382
1058,3396
1058,3731
1058,4305
1058,4467
1058,5113
1058,5275
1058,5399
1058,5558
1058,10293
1058,10891
1059,385
1060,1479
1061,9691
1062,9062
1062,9963
1063,8546
1063,9677
1064,2511
1065,6703
1066,7161
1067,3850
1067,5869
1068,1884
1069,3363
1071,6311
1072,9599
1073,6778
1073,6830
1073,7923
1073,8200
1073,8284
1073,8428
1073,8728
1073,9462
1074,4130
1074,10956
1075,7657
1076,275
1077,5539
1078,355
1079,72
1079,1418
1080,1964
1080,2677
1080,9839
1080,9845
1081,1040
1082,2061
1083,8949
1084,2647
1085,5702
1086,5824
1087,3992
1088,5436
1089,3079
1089,4478
1090,5063
1091,3308
1092,5030
1093,7588
1094,491
1094,1343
1094,1347
1094,2957
1095,9833
1096,9333
1097,883
1098,6758
1099,1256
1100,4282
1101,994
1102,404
1103,8586
1104,3903
1104,4084
1104,4100
1105,8110
1105,9420
1105,9421
1106,3066
1107,783
1107,1330
1107,2336
1108,1473
1109,718
1110,689
1111,3619
1112,891
1112,1486
1112,1887
1112,2325
1112,4660
1112,5183
1113,2690
1114,2236
1115,909
1116,2207
1117,4404
1118,8941
1119,9656
1120,6102
1121,4756
1122,7763
1123,2537
1123,4050
1123,4411
1123,4521
1123,4522
1123,6195
1123,6735
1124,4825
1125,7306
1126,4415
1127,2828
1127,6700
1128,672
1128,2042
1128,2061
1128,2658
1128,2956
1128,4212
1129,6819
1130,2653
1131,425
1132,1647
1132,4156
1132,4785
1133,540
1133,598
1133,1450
1134,6039
1134,6040
1135,9182
1136,10438
1137,5638
1138,4515
1139,4765
1140,5063
1141,4864
1142,8461
1143,5542
1144,8802
1145,10539
1146,2848
1146,3121
1146,3511
1146,4344
1146,7188
1146,9266
1147,11077
1148,2405
1149,2409
1150,78
1150,1763
1151,3152
1152,6245
1153,10553
1154,8943
1155,1148
1156,5051
1157,8604
1158,1060
1159,2765
1160,8591
1161,2405
1162,1711
1162,2405
1162,5264
1163,9186
1163,9503
1164,3099
1164,10425
1165,9049
1166,4468
1167,9363
1168,840
1168,853
1168,990
1168,1207
1168,2127
1169,10189
1170,1137
1170,4626
1171,4784
1171,5855
1172,7122
1173,4927
1174,6771
1175,1008
1175,3642
1176,6145
1176,7632
1176,8598
1176,8727
1176,9349
1177,8299
1178,6710
1179,8451
1180,4550
1181,5010
1182,2675
1182,3622
1182,4204
1183,287
1184,7103
1185,2187
1186,2645
1187,6380
1188,2331
1189,5183
1190,972
1191,8385
1192,5998
1193,11021
1194,2332
1194,5009
1194,5646
1194,10212
1194,10463
1195,1808
1196,8862
1197,10518
1198,4063
1198,4867
1198,5021
1198,5749
1198,6211
1198,8401
1198,8544
1198,8546
1198,9685
1199,3783
1199,5226
1199,5696
1199,6228
1199,9818
1200,6750
1201,1267
1202,5912
1202,6007
1202,6008
1202,6037
1202,8652
1203,263
1203,404
1203,772
1203,5030
1203,8201
1204,291
1204,844
1204,981
1204,2719
1204,2720
1204,2759
1204,2760
1204,3262
1204,3535
1204,3668
1204,3681
1204,3691
1204,3692
1204,3693
1204,4011
1204,4012
1204,4012
1204,5671
1204,6103
1204,6113
1204,6188
1204,6478
1204,6486
1204,6561
1204,7109
1204,7110
1204,7173
1204,7520
1204,8372
1204,9044
1204,10167
1204,10511
1204,10574
1205,8812
1205,8896
1205,10211
1206,8660
1207,4402
1208,49
1209,1953
1209,3990
1209,4078
1210,5058
1211,10540
1212,10986
1213,3442
1214,10042
1215,2100
1216,2899
1217,7731
1217,7732
1218,9988
1219,519
1220,5677
1220,5712
1221,8477
1222,10388
1223,10654
1224,4364
1224,4734
1224,5178
1225,8058
1226,857
1227,7841
1228,7107
1228,9367
1228,10014
1228,7295
1229,564
1229,771
1230,46
1231,2144
1232,10705
1233,2792
1234,5740
1235,7382
1236,10696
1237,9204
1237,10373
1238,9328
1239,4283
1240,1618
1240,2665
1240,6434
1241,10106
1242,1509
1242,1510
1242,5737
1242,15
1243,5637
1244,6829
1244,9086
1244,11027
1245,640
1245,851
1245,1097
1245,3154
1245,3586
1245,4105
1245,4323
1246,6411
1247,3416
1248,3204
1248,5019
1248,7333
1248,9280
1248,10512
1249,3594
1249,6159
1249,6160
1249,6537
1249,6695
1249,6992
1249,8017
1249,8617
1249,8618
1250,9350
1251,5703
1251,7648
1251,8503
1251,9661
1251,11040
1251,31
1252,6200
1253,6875
1254,4419
1254,4570
1254,4657
1254,5236
1254,7097
1254,10600
1255,5207
1256,10147
1256,10214
1256,10502
1257,4653
1258,190
1258,2947
1258,6123
1258,6994
1258,7492
1259,431
1259,464
1260,4038
1260,7288
1260,8147
1260,8193
1260,8197
1260,8198
1260,8247
1260,10651
1261,551
1262,3635
1262,3638
1262,10156
1263,8260
1264,2719
1265,4331
1266,4035
1266,10168
1267,779
1268,5165
1268,9051
1268,9751
1269,4449
1269,9127
1270,10609
1271,9336
1272,9237
1273,1875
1274,6207
1275,6675
1276,10600
1277,11006
1278,10861
1278,10862
1278,10894
1278,10895
1279,9145
1280,3488
1280,6364
1280,6722
1280,7173
1280,7340
1281,10333
1282,4355
1283,1651
1283,2444
1283,3307
1283,4215
1284,2470
1284,10391
1284,10654
1285,9233
1286,4495
1286,8131
1287,80
1288,5119
1289,11049
1290,5772
1291,2839
1292,4659
1293,3213
1294,2814
1295,8090
1296,9153
1296,9488
1296,9569
1296,10869
1296,31
1297,4525
1298,10370
1299,2531
1300,5411
1301,10345
1302,9136
1303,1025
1304,7960
1305,299
1306,4837
1307,780
1307,780
1308,8417
1308,8419
1308,8422
1309,1363
1310,233
1310,361
1310,648
1310,1473
1311,1458
1312,10435
1313,788
1314,10135
1315,4134
1315,6842
1315,6998
1316,372
1316,1809
1317,7643
1318,9761
1319,7211
1320,311
1321,4102
1322,3474
1323,7189
1324,9586
1325,9555
1326,1621
1327,8418
1327,8466
1328,3591
1329,6501
1329,7448
1330,9066
1331,10173
1332,7203
1332,8656
1332,8777
1333,406
1333,2734
1333,4226
1333,7704
1333,7717
1333,8847
1333,10236
1333,10478
1334,2465
1334,9607
1335,1461
1336,80
1337,5028
1338,5822
1339,731
1340,4919
1341,6481
1341,7905
1342,311
1343,3052
1344,3494
1344,5087
1345,3228
1346,3018
1347,600
1348,6374
1349,2369
1349,2397
1350,3828
1350,4161
1350,4183
1350,8430
1350,10489
1350,11034
1350,28
1351,6819
1352,6376
1352,8109
1353,9527
1354,2662
1355,7409
1355,7868
1356,1740
1357,8454
1358,141
1359,7343
1360,11049
1361,788
1362,5487
1362,5487
1363,2765
1364,10379
1365,1153
1365,9395
1366,4815
1367,5189
1368,1364
1369,5063
1370,9511
1371,1213
1372,7738
