id,nombre
91,Aidan Hartley
92,Aimé Césaire
93,Aimee Bender
94,Aimee Friedman
95,Aine Greaney
96,Akhil   Sharma
97,Akihiro Yamada
98,Akira Watanabe
99,Akira Yoshida
100,Al Dempster
101,Al Franken
102,Al Gore
103,Al Ries
104,Al Rio
105,Al Switzler
106,Alafair Burke
107,Alain de Botton
108,Alain Defossé
109,Alain Korkos
110,Alak Zenkar
111,Alan  Lee
112,Alan Aldridge
113,Alan Brennert
114,Alan Cohen
115,Alan Dean Foster
116,Alan Durband
117,Alan Ereira
118,Alan Greenspan
119,Alan H. Sommerstein
120,Alan Hausman
121,Alan Hollinghurst
122,Alan Jay Lerner
123,Alan Jolis
124,Alan Judd
125,Alan Langford
126,Alan Lightman
127,Alan MacGillivray
128,Alan Moore
129,Alan Myers
130,Alan Paton
131,Alan R. Clarke
132,Alan Rosenus
133,Alan Shapiro
134,Alan Witschonke
135,Alastair Hamilton
136,Alastair Hannay
137,Alastair Lamb
138,Alastair McEwen
139,Alastair Reid
140,Alastair Westgarth
141,Albert Camus
142,Albert Demeo
143,Albert Einstein
144,Albert Ellis
145,Albert G. Spalding
146,Albert Hackett
147,Albert Hofstadter
148,Albert Jack
149,Albert Lee Strickland
150,Albert Marrin
151,Albert Speer
152,Albert Wittstock
153,Alberto Coscarelli
154,Alcoholics Anonymous
155,Alden T. Vaughan
156,Aldon D. Morris
157,Aldous Huxley
158,Alec Effinger
159,Alec MacLellan
160,Alec Stevens
161,Aleksandar Hemon
162,Aleksandr Ivanovich Kuprin
163,Aleksandr Solzhenitsyn
164,Aleksey Ivanov
165,Alev Lytle Croutier
166,Alex Austin
167,Alex C. Jones
168,Alex Constantine
169,Alex Cox
170,Alex Garland
171,Alex Gaskarth
172,Alex Kava
173,Alex Kershaw
174,Alex Kotlowitz
175,Alex Prud'Homme
176,Alex Robinson
177,Alex Ross
178,Alex Went
179,Alexander  Walker
180,Alexander C. Irvine
181,Alexander Heidel
182,Alexander Hunter
183,Alexander McCall Smith
184,Alexander Nehamas
185,Alexander O. Smith
186,Alexander Payne
187,Alexander Pope
188,Alexander Pushkin
189,Alexander Scourby
190,Alexander Theroux
191,Alexandra Boiger
192,Alexandra Ivy
193,Alexandra Moss
194,Alexandra Robbins
195,Alexandra Siy
196,Alexandra Wallner
197,Alexandre Dumas
198,Alexandre Dumas fils
199,Alexis de Tocqueville
200,Alexis Kirsch
201,Alfred Appel
202,Alfred Bester
203,Alfred Birnbaum
204,Alfred D. Chandler Jr.
205,Alfred Hitchcock
206,Alfred Huang
207,Alfred J. Church
208,Alfred Siewers
209,Alfred Uhry
210,Alfredo Crespo
211,Algernon Blackwood
212,Ali Douglass
213,Ali Vali
214,Alice   Miller
215,Alice Dalgliesh
216,Alice Hoffman
217,Alice Hudson
218,Alice Kaplan
219,Alice Mayhew
220,Alice Medrich
221,Alice Munro
222,Alice Randall
223,Alice Sebold
224,Alice Walker
225,Alice Wong
226,Alicia Suskin Ostriker
227,Alisa Freedman
228,Alisa Klayman-Grodsky
229,Alisa Valdes
230,Alison Anderson
231,Alison Baverstock
232,Alison Bechdel
233,Alison Boardman
234,Alison Goodman
235,Alison Kent
236,Alison Leslie Gold
237,Alison Lurie
238,Alison Pace
239,Alison Weir
240,Alistair Horne
241,Alistair MacLeod
242,Alistair McCallum
243,Alistair Moffat
244,Alistair Welchman
245,Alister E. McGrath
246,Aljean Harmetz
247,Allan Bloom
248,Allan C. Weisbecker
249,Allan Cameron
250,Allan Curless
251,Allan Drummond
252,Allan Janik
253,Allan Kozinn
254,Allan Rosenberg
255,Allan Ulrich
256,Allan Zola Kronzek
257,Allegra Goodman
258,Allen Carr
259,Allen Ginsberg
260,Allen J. Frantzen
261,Allen Mackey
262,Allen Mandelbaum
263,Allen Noren
264,Allen Rogers Benner
265,Allen W. Wood
266,Allison Markin Powell
267,Allison Pearson
268,Alma Flor Ada
269,Alma MacDougall Reising
270,Alonzo C. Addison
271,Alton Raible
272,Alvin L. Reid
273,Alyssa  Harad
274,Amanda Ann Klein
275,Amanda Clark
276,Amanda Eyre Ward
277,Amanda Hemingway
278,Amanda Hopkinson
279,Amanda Root
280,Amartya Sen
281,Ambrose Bierce
282,Amelia Atwater-Rhodes
283,American Academy of Pediatrics
284,America's Test Kitchen
285,Amiira Ruotola (-Behrendt)
286,Amir D. Aczel
287,Amiri Baraka
288,Amitav Ghosh
289,Amos Oz
290,Amy Berner
291,Amy Carter
292,Amy Cotler
293,Amy Goldman Koss
294,Amy Gutmann
295,Amy H. Sturgis
296,Amy Hempel
297,Amy Hill Hearth
298,Amy Krouse Rosenthal
299,Amy L. Marsland
300,Amy Mandelker
301,Amy Sedaris
302,Amy Sickels
303,Amy Sohn
304,Amy Tan
305,Amy Taubin
306,Amy Welborn
307,Ana Alcaina
308,Ana Alcaina Pérez
309,Ana Falcão Bastos
310,Ana Juan
311,Ana María de la Fuente
312,Anaïs Nin
313,Anaximander
314,Anaximenes
315,Anca Munteanu
316,Ande Parks
317,Anders Nilsen
318,Anderson Cooper
319,Andre Dubus
320,Andre Dubus III
321,Andre Duza
322,André Maurois
323,Andre Norton
324,Andrea Camilleri
325,Andrea Juno
326,Andrea Levy
327,Andrea Lingenfelter
328,Andrea Wilson Nightingale
329,Andreas  Schwarz
330,Andreas Gursky
331,Andreas J. Köstenberger
332,Andrei Codrescu
333,Andrés Duany
334,Andrew      Hunt
335,Andrew    Hunt
336,Andrew Brown
337,Andrew Carnegie
338,Andrew Cartmel
339,Andrew Collins
340,Andrew Darling
341,Andrew Delbanco
342,Andrew Dennis
343,Andrew Edwin Jenkins
344,Andrew Elfenbein
345,Andrew Ford
346,Andrew Glass
347,Andrew Gross
348,Andrew Gurr
349,Andrew Heintzman
350,Andrew Helfer
351,Andrew Hurley
352,Andrew Hussey
353,Andrew J. Offutt
354,Andrew James McLean
355,Andrew Klavan
356,Andrew Lang
357,Andrew M. Greeley
358,Andrew McNeillie
359,Andrew Moore
360,Andrew O'Hagan
361,Andrew P. Trout
362,Andrew Pepoy
363,Andrew R. MacAndrew
364,Andrew Robert Burn
365,Andrew S. Becker
366,Andrew Scull
367,Andrew Solomon
368,Andrew Weil
369,Andrew X. Pham
370,Andy Crouch
371,Andy Frankham-Allen
372,Andy Gordon
373,Andy Griffiths
374,Andy Grundberg
375,Andy Hertzfeld
376,Andy Hunt
377,Andy Kubert
378,Andy Mastrocinque
379,Andy McNab
380,Andy Russell
381,Andy Warhol
382,Anette M. Pedersen
383,Angel M.Y. Lin
384,Angela Barrett
385,Angela Carter
386,Angela J. Linn
387,Angela Knight
388,Angela Scholar
389,Angela Zeman
390,Angelo  Rinaldi
391,Angus Easson
392,Angus Gellatly
393,Angus Wells
394,Anita Desai
395,Anita Diamant
396,Anita Hoffman
397,Anita Shreve
398,Anita Thompson
399,Anjali Singh
400,Anjelica Huston
401,Ann  Douglas
402,Ann  O'Leary
403,Ann Abramson
404,Ann Bausum
405,Ann Beattie
406,Ann Brashares
407,Ann Charters
408,Ann Druyan
409,Ann Dunnigan
410,Ann Finding
411,Ann Granger
412,Ann Hewetson
413,Ann Hodgman
414,Ann M. Martin
415,Ann Major
416,Ann Margaret Lewis
417,Ann Maxwell
418,Ann McGovern
419,Ann Packer
420,Ann Page
421,Ann Patchett
422,Ann Rinaldi
423,Ann Romines
424,Ann Rule
425,Ann Schweninger
426,Ann Tashi Slater
427,Ann Thompson
428,Ann Thwaite
429,Anna Austen Lefroy
430,Anna Brailovsky
431,Anna Deavere Smith
432,Anna Fields
433,Anna Hamilton Phelan
434,Anna J.
435,Anna J. Evans
436,Anna Massey
437,Anna Maxted
438,Anna Moschovakis
439,Anna Okabe
440,Anna Paterson
441,Anna Quindlen
442,Anna Sewell
443,Anna Tambour
444,Anna Wintour
445,Annalee Allen
446,Annalyn Swan
447,Anne   Born
448,Anne Borchardt
449,Anne Brontë
450,Anne Carson
451,Anne Chisholm
452,Anne Dehne
453,Anne Easter Smith
454,Anne Elizabeth Moore
455,Anne Fadiman
456,Anne Frank
457,Anne Hoppus
458,Anne K. Mellor
459,Anne Lamott
460,Anne Macdonald
461,Anne Mazer
462,Anne McCaffrey
463,Anne McLean
464,Anne Michaels
465,Anne Millard
466,Anne Moody
467,Anne Morrow Lindbergh
468,Anne Olivier Bell
469,Anne Perry
470,Anne Rampling
471,Anne Rice
472,Anne Stuart
473,Anne Tyler
474,Anne Yvonne Gilbert
475,Anne-Marie Duff
476,Anne-Marie Martin
477,Annette Lavers
478,Annette Meyers
479,Annette Smith
480,Annie Dillard
481,Annie Proulx
482,Annie Sparrow
483,Ann-Marie MacDonald
484,Anonymous
485,Anri Itō
486,Ansel Adams
487,Anselm of Canterbury
488,Anthea Bell
489,Anthony  Lewis
490,Anthony Bonner
491,Anthony Boucher
492,Anthony Bourdain
493,Anthony Bower
494,Anthony Briggs
495,Anthony Burgess
496,Anthony Calderbank
497,Anthony Cronin
498,Anthony Curtis
499,Anthony D. Pellegrini
500,Anthony DeCurtis
501,Anthony E. Wolf
502,Anthony F.C. Wallace
503,Anthony Gerard
504,Anthony Grafton
505,Anthony H. Chambers
506,Anthony Heald
507,Anthony Hern
508,Anthony J. Cascardi
509,Anthony Kenny
510,Anthony Kerringan
511,Anthony Kiedis
512,Anthony Loyd
513,Anthony M. Esolen
514,Anthony Mcreavy
515,Anthony Minghella
516,Anthony Oldcorn
517,Anthony Powell
518,Anthony Quinton
519,Anthony Richard Birley
520,Anthony Rizcallah Ferris
521,Anthony Robbins
522,Anthony S. Fauci
523,Anthony Shadid
524,Anthony Thorlby
525,Anthony Thwaite
526,Anthony Tully
527,Antoine de Saint-Exupéry
528,Anton C. Pegis
529,Anton Chekhov
530,Anton Lesser
531,Anton Myrer
532,Antonia Fraser
533,Antonia Juhasz
534,Antonin Artaud
535,Antonina W. Bouis
536,Antonio Gramsci
537,Antonio Negri
538,Antonio Polito
539,Antonio Samons
540,Antony Beevor
541,Antony Johnston
542,Antony Shugaar
543,Anya Seton
544,Apollodorus
545,Apostolos N. Athanassakis
546,April Jones Prince
547,Architecture For Humanity
548,Ariel Levy
549,Arielle Ford
550,Arien Mack
551,Aristophanes
552,Aristotle
553,Arkangel Cast
554,Arlene Eisenberg
555,Arliss Howard
556,Armand Marie Leroi
557,Armistead Maupin
558,Arnold Gingrich
559,Arnold Goldman
560,Arnold Kotler
561,Arnold Rampersad
562,Arnold Vedlitz
563,Arnon Grunberg
564,Aron Eisenberg
565,Art Cooper
566,Art Spiegelman
567,Art Spielman
568,Art Thibert
569,Artem Drabkin
570,Artemis Cooper
571,Arthur  Miller
572,Arthur Agatston
573,Arthur Bennett
574,Arthur C. Clarke
575,Arthur Conan Doyle
576,Arthur Cooper
577,Arthur Doye
578,Arthur Edward Waite
579,Arthur G. Chater
580,Arthur Golden
581,Arthur Goldhammer
582,Arthur H. Samuelson
583,Arthur Herzog III
584,Arthur J. Roth
585,Arthur Knodel
586,Arthur Koestler
587,Arthur M. Schlesinger Jr.
588,Arthur Machen
589,Arthur Morey
590,Arthur Naiman
591,Arthur Nersesian
592,Arthur P. Yin
593,Arthur Plotnik
594,Arthur Pober
595,Arthur Rackham
596,Arthur Raleigh Humphreys
597,Arthur S. Wensinger
598,Arthur Schopenhauer
599,Arthur Yorinks
600,Artists and Writers Guild
601,Arto Häilä
602,Arturo Pérez-Reverte
603,Arundhati Roy
604,Ashley Gardner
605,Ashley Shannon
606,Ashley Wood
607,Åsne Seierstad
608,Astre Mithrandir
609,Astrid Lindgren
610,Atul Gawande
611,Aubrey de Sélincourt
612,Aubrey Williams
613,Audre Lorde
614,Audrey Niffenegger
615,Audrey Penn
616,August Derleth
617,August Wilson
618,Augusten Burroughs
619,Augustine of Hippo
620,Aurelio Voltaire
621,Aurora Echevarría
622,Austin Tichenor
623,Avatar Polymorph
624,Avi
625,Avigdor Kahalani
626,Avrahm Yarmolinsky
627,Ayako Watanabe
628,Aylmer Maude
629,Ayn Rand
630,Azar Nafisi
631,Azzedine Haddour
632,B. Deutsch
633,B. Litt
634,B.B. Rogers
635,B.C.J.G. Knight
636,B.J. McCall
637,B.K. Beckwith
638,Babette Rothschild
639,Babette Smith
640,Bagram Ibatoulline
641,Baillie Tolkien
642,Bambi Eloriaga
643,Barack Obama
644,Barb Jernigan
645,Barbara  Newman
646,Barbara A. Mowat
647,Barbara A. Turner
648,Barbara Ann Brennan
649,Barbara Berst Adams
650,Barbara Bottner
651,Barbara Bray
652,Barbara Bretton
653,Barbara Caruso
654,Barbara Cleverly
655,Barbara Cohen
656,Barbara Coloroso
657,Barbara Conklin
658,Barbara Cooney
659,Barbara Davilman
660,Barbara Delaplace
661,Barbara E. Martin
662,Barbara Ehrenreich
663,Barbara Fairchild
664,Barbara Hambly
665,Barbara Haworth-Attard
666,Barbara Kerley
667,Barbara Kingsolver
668,Barbara Leonie Picard
669,Barbara M. Walker
670,Barbara Nadel
671,Barbara Park
672,Barbara Reynolds
673,Barbara Richard
674,Barbara Siegel
675,Barbara Smuts
676,Barbara T. Cooper
677,Barbara Taylor Bradford
678,Barbara W. Tuchman
679,Barbara Weiden Boyd
680,Barbara Wright
681,Bard E. O'Neill
682,Bard Thompson
683,Barney Tobey
684,Barrett Whitener
685,Barrie D. Coate
686,Barrie Trinkle
687,Barrington Moore Jr.
688,Barron's
689,Barry  Lopez
690,Barry  Smith
691,Barry Chubin
692,Barry Day
693,Barry Eisler
694,Barry Glassner
695,Barry Hughart
696,Barry M. Andrews
697,Barry Menikoff
698,Barry Miles
699,Barry Moser
700,Barry N. Malzberg
701,Barry Pateman
702,Barry R. Cournoyer
703,Barry Schwartz
704,Barry Z. Posner
705,Bart D. Ehrman
706,Bart G. Farkas
707,Bart King
708,Barthe DeClements
709,Bartholomew Gill
710,Barton Zwiebach
711,Baruch Spinoza
712,Basil Mahon
713,Basil Pao
714,Basilio Losada
715,Bathroom Readers' Institute
716,Beatrix Potter
717,Beau Bridges
718,Bebe Moore Campbell
719,Becky Ann Baker
720,bell hooks
721,Belva Plain
722,Ben Avery
723,Ben Bova
724,Ben Carson
725,Ben Counter
726,Ben Elton
727,Ben Katchor
728,Ben M. Baglio
729,Ben Marcus
730,Ben Mezrich
731,Ben Mikaelsen
732,Ben Ohlander
733,Ben Oliver
734,Ben R. Kaplan
735,Ben Schoen
736,Ben Schott
737,Ben Shahn
738,Ben Templesmith
739,Ben Wasson
740,Benjamin Beard
741,Benjamin Chaud
742,Benjamin DeMott
743,Benjamin F. Fisher
744,Benjamin James Sadock
745,Benjamin Jowett
746,Benjamin Martinez
747,Bennett Cerf
748,Bentley Little
749,Be-Papas
750,Be-Pas
751,Berlitz Publishing Company
752,Bernard Bador
753,Bernard Cohen
754,Bernard Cornwell
755,Bernard DeVoto
756,Bernard Frechtman
757,Bernard Knox
758,Bernard Lewis
759,Bernard Malamud
760,Bernard Taper
761,Bernard Williams
762,Bernd Matzkowski
763,Bernice Kert
764,Bernie Wrightson
765,Bert G. Hornback
766,Berta Platas
767,Bertrand Russell
768,Beryl Bainbridge
769,Beryl Markham
770,Bessie Head
771,Beth A. Jones
772,Beth Chaplin
773,Beth Cuthand
774,Beth Dunfey
775,Beth Hensperger
776,Beth Kendrick
777,Beth Moore
778,Bethany Roberts
779,Betina Ogden
780,Betsy Lewin
781,Bette Greene
782,Better Homes and Gardens
783,Bettina Blanch Tyroller
784,Betty  Smith
785,Betty David
786,Betty Friedan
787,Betty Jay
788,Betty MacDonald
789,Betty Mahmoody
790,Betty McCollum
791,Betty Neels
792,Betty Radice
793,Bev Vincent
794,Beverly Cleary
795,Beverly Daniel Tatum
796,Bianca Southwood
797,Bill   Phillips
798,Bill  Bryson
799,Bill Bettencourt
800,Bill Brittain
801,Bill Brown
802,Bill Bryson
803,Bill Buford
804,Bill Clinton
805,Bill Cosby
806,Bill Dodge
807,Bill Farrel
808,Bill Fawcett
809,Bill Gardner
810,Bill Hurter
811,Bill Hybels
812,Bill Irwin
813,Bill Johnston
814,Bill Maher
815,Bill Miller
816,Bill Moyers
817,Bill Nichols
818,Bill Phillips
819,Bill Pittman
820,Bill Plaschke
821,Bill Potter
822,Bill Pronzini
823,Bill Richardson
824,Bill Robertie
825,Bill Sienkiewicz
826,Bill Veeck
827,Bill Watterson
828,Bill Willingham
829,Bill Wittliff
830,Billie Letts
831,Billy Collins
832,Billy Crystal
833,Billy Goldberg
834,Billy Merrell
835,Billy Mills
836,Billy Wilder
837,Binjamin W. Segel
838,Birgit Brandau
839,Black Elk
840,Blaine M. Yorgason
841,Blair Brown
842,Blaise Pascal
843,Blake Cahoon
844,Blake Morrison
845,Blake Nelson
846,Blake Nevius
847,Blanca Ríos
848,Bob      Smith
849,Bob Blaisdell
850,Bob Carrau
851,Bob Colacello
852,Bob Cullen
853,Bob Dylan
854,Bob Haney
855,Bob Hines
856,Bob Lappan
857,Bob Madgic
858,Bob Marley
859,Bob McCabe
860,Bob McLeod
861,Bob Phillips
862,Bob Shaw
863,Bob Spitz
864,Bob Tarte
865,Bob Walters
866,Bob Woodward
867,Bobbi Smith
868,Bobby Baldwin
869,Bobby Flay
870,Bobby Henderson
871,Bodie Thoene
872,Boethius
873,Boniface Ramsey
874,Bonnie Burton
875,Bonnie Kime Scott
876,Bonnie Lisle
877,Bonnie Mackain
878,Bonnie Timmons
879,Borden Deal
880,Boris Grabnar
881,Boris Pasternak
882,Boris Vian
883,Brad Inwood
884,Brad Leithauser
885,Brad Meltzer
886,Brad Thor
887,Brad Walker
888,Brady Games
889,Bram Stoker
890,Brandon Badeaux
891,Brandon Mull
892,Brantley Johnson
893,Brenda Cooper
894,Brenda G. Bare
895,Brenda Jackson
896,Brenda Joyce
897,Brenda K. Marshall
898,Brenda Novak
899,Brenda Walpole
900,Brendan Connell
901,Brendan DuBois
902,Brendan Frayne
903,Brendan Gill
904,Brent Hoff
905,Brenton G. Yorgason
906,Breon Mitchell
907,Bret Easton Ellis
908,Bret Norris
909,Brett Booth
910,Brett Hartinge
911,Brian  Doyle
912,Brian  Nelson
913,Brian  Phillips
914,Brian  Wood
915,Brian Ajhar
916,Brian Antoni
917,Brian Azzarello
918,Brian Bolland
919,Brian Boyd
920,Brian Braithwaite
921,Brian Campbell
922,Brian Ching
923,Brian Copeland
924,Brian D. McLaren
925,Brian Doherty
926,Brian Floca
927,Brian Greene
928,Brian Hall
929,Brian Herbert
930,Brian Hooker
931,Brian J. Robb
932,Brian Jacques
933,Brian James
934,Brian James Freeman
935,Brian Johnston
936,Brian K. Vaughan
937,Brian L. Weiss
938,Brian M. Sammons
939,Brian McGuinness
940,Brian McNaughton
941,Brian Michael Bendis
942,Brian Nishil
943,Brian P. Flannery
944,Brian Rotman
945,Brian Selznick
946,Brian Sibley
947,Brian Stableford
948,Brian Stone
949,Brian Tracy
950,Brian Troxell
951,Brian Unger
952,Brian W. Aldiss
953,Brian Yoon
954,Brice Matthieussent
955,Bridget Foley
956,Brigid Avison
957,Brigitte Lefevre
958,Brion Gysin
959,Brittiany A. Koren
960,Brock Thoene
961,Brooke Allen
962,Broughton Coburn
963,Brown
964,Bruce Alvin King
965,Bruce Arnold
966,Bruce Bethke
967,Bruce Campbell
968,Bruce Catton
969,Bruce Coville
970,Bruce Cumings
971,Bruce Degen
972,Bruce E. Bursten
973,Bruce Edward Walker
974,Bruce Feiler
975,Bruce H. Wilkinson
976,Bruce Harbert
977,Bruce Holland Rogers
978,Bruce Kuklick
979,Bruce L. Edwards
980,Bruce Patton
981,Bruce Rogers
982,Bruce Spizer
983,Bruce Sterling
984,Bryan Collier
985,Bryan Hitch
986,Bryan J.L. Glass
987,Bryan Lee O'Malley
988,Bryan Magee
989,Bryan Sykes
990,Bryan Talbot
991,Bryan W. Van Norden
992,Bryce Courtenay
993,Buchi Emecheta
994,Burt Reynolds
995,Burton G. Malkiel
996,Burton Pike
997,Burton Raffel
998,Butch Patrick
999,Buzz Aldrin
1000,Buzz Bissinger
1001,C. Hassell Bullock
1002,C. Michael Dudash
1003,C. Patrick Doncaster
1004,C. Thomas Wass
1005,C. Vann Woodward
1006,C.B. Cebulski
1007,C.B. Mordan
1008,C.D. Payne
1009,C.D.B. Bryan
1010,C.D.C. Reeve
1011,C.E. Murphy
1012,C.F. Smith
1013,C.G. Jung
1014,C.H. Sisson
1015,C.J. Cherryh
1016,C.J. Critt
1017,C.J. Friedrich
1018,C.J. Henderson
1019,C.J. Rowe
1020,C.K. Scott Moncrieff
1021,C.L. Moore
1022,C.M. Kornbluth
1023,C.P. Otero
1024,C.S. Friedman
1025,C.S. Harris
1026,C.S. Lewis
1027,C.W. Scott-Giles
1028,Cait London
1029,Caitlin Brennan
1030,Caitlín R. Kiernan
1031,Caldwell B. Esselstyn Jr.
1032,Caleb Carr
1033,Călin-Andrei Mihăilescu
1034,Camellia Panjabi
1035,Cameron Sinclair
1036,Cameron Stewart
1037,Camila Batlles
1038,Camille Cauti
1039,Camille Kingsolver
1040,Camino Estañ Requeni
1041,Campbell Scott
1042,Candace Bushnell
1043,Candace Schuler
1044,Candace Ward
1045,Candida Höfer
1046,Canon  Doyle
1047,Cao Xuân Việt Khương
1048,Cara Black
1049,Cara Lockwood
1050,Cara Williams
1051,Carl Barks
1052,Carl Bode
1053,Carl Dennis
1054,Carl Ellis
1055,Carl F. Hovde
1056,Carl F.H. Henry
1057,Carl Gustav Horn
1058,Carl Hiaasen
1059,Carl Joachim Friedrich
1060,Carl Plasa
1061,Carl Safina
1062,Carl Sagan
1063,Carl Sandburg
1064,Carl Senna
1065,Carl Zimmer
1066,Carla Jungquist
1067,Carla Kaplan
1068,Carla Lynn Stockton
1069,Carlene Fredericka Brennen
1070,Carlo Capararo
1071,Carlos A. Schwantes
1072,Carlos Alberto Gardini
1073,Carlos Castañeda
1074,Carlos Fuentes
1075,Carlos Garzon
1076,Carlos Marighella
1077,Carlos Martín Ramírez
1078,Carlos Meglia
1079,Carlos Milla Soler
1080,Carlos Ruiz Zafón
1081,Carlton Mellick III
1082,Carme Camps Monf
1083,Carmelina Payá
1084,Carol Adrienne
1085,Carol Belanger Grafton
1086,Carol Bloom Stevens
1087,Carol C. Haber
1088,Carol Christensen
1089,Carol Cosman
1090,Carol Dommermuth-Costa
1091,Carol Drinkwater
1092,Carol Emshwiller
1093,Carol Heyer
1094,Carol Higgins Clark
1095,Carol Howard
1096,Carol Kolb
1097,Carol Lee
1098,Carol Lloyd
1099,Carol Marinelli
1100,Carol McGreal
1101,Carol Phillips
1102,Carol Rondou
1103,Carol Ryrie Brink
1104,Carol Shields
1105,Carol Stock Kranowitz
1106,Carol T. Christ
1107,Carole Marsh
1108,Carole Matthews
1109,Carole Nelson Douglas
1110,Carolina Hospital
1111,Caroline Austen
1112,Caroline B. Cooney
1113,Caroline Denzler
1114,Caroline Fitzgerald
1115,Caroline Preston
1116,Caroline Sharp
1117,Carolly Erickson
1118,Carolyn  Andrews
1119,Carolyn Brown
1120,Carolyn Dewald
1121,Carolyn G. Heilbrun
1122,Carolyn Haywood
1123,Carolyn Keene
1124,Carolyn Korsmeyer
1125,Carolyn L. Gegor
1126,Carolyn McCarthy
1127,Carolyn McCormick
1128,Carolyn Meyer
1129,Carolyn Strom Collins
1130,Carolyn Wheat
1131,Carrie Channell
1132,Carrie Vaughn
1133,Carroll John Daly
1134,Carson McCullers
1135,Cary F. Baynes
1136,Caryl Emerson
1137,Casey Loe
1138,Cassandra Austen
1139,Cassandra Campbell
1140,Catharine M. Fishel
1141,Catharine Peters
1142,Catherine  Johnson
1143,Catherine Camus
1144,Catherine Chaine
1145,Catherine Cobham
1146,Catherine Coulter
1147,Catherine de Zegher
1148,Catherine Foley
1149,Catherine Gilbert Murdock
1150,Catherine Hapka
1151,Catherine Hutter
1152,Catherine Liu
1153,Catherine Marshall
1154,Catherine Nichols
1155,Catherine Osborne
1156,Catherine Spencer
1157,Catherine Thimmesh
1158,Catherine Whitney
1159,Catherynne M. Valente
1160,Cathleen Miller
1161,Cathy Kelly
1162,Cecelia Ahern
1163,Cecil Adams
1164,Cecil Day-Lewis
1165,Cecil Hemley
1166,Cecil Maurice Bowra
1167,Cecil Murphey
1168,Cecily von Ziegesar
1169,Cedric Belfrage
1170,Cedric Watts
1171,Celeste Bradley
1172,Celeste Davidson Mannis
1173,Cesare Beccaria
1174,Chad Fowler
1175,Chad Oliver
1176,Chaim Potok
1177,Chalmers Johnson
1178,Chandler Brossard
1179,Chanrithy Him
1180,Chantal Mouffe
1181,Chaosium Inc.
1182,Charlaine Harris
1183,Charlee Jacob
1184,Charles    Martin
1185,Charles   Johnson
1186,Charles   Wilson
1187,Charles  Green
1188,Charles  Lee
1189,Charles A. Coulombe
1190,Charles A. Peek
1191,Charles Alexander Moore
1192,Charles Alexander Robinson Jr.
1193,Charles Allen
1194,Charles Baudelaire
1195,Charles Baxter
1196,Charles Bowden
1197,Charles Boyce
1198,Charles Bukowski
1199,Charles Burns
1200,Charles C. Mann
1201,Charles Coulston Gillispie
1202,Charles Darwin
1203,Charles de Lint
1204,Charles Dickens
1205,Charles E. Wilbour
1206,Charles F. Miller
1207,Charles Fanning
1208,Charles Flowers
1209,Charles Frazier
1210,Charles G. Waugh
1211,Charles Guignon
1212,Charles H. Wilson
1213,Charles Hegel
1214,Charles Hirshberg
1215,Charles J. Sykes
1216,Charles John Cutcliffe Wright Hyne
1217,Charles Johnston
1218,Charles Keegan
1219,Charles Kingsley
1220,Charles Lamb
1221,Charles Larson
1222,Charles Lockwood
1223,Charles M. Schulz
1224,Charles Mackay
1225,Charles Marowitz
1226,Charles McKeown
1227,Charles Moore
1228,Charles Neider
1229,Charles Osborne
1230,Charles P. Rubenstein
1231,Charles P. Zaglanis
